Sample	error_rate	non-primary_alignments	reads_mapped	reads_mapped_percent	reads_properly_paired_percent	reads_MQ0_percent	raw_total_sequences	flagstat_total	mapped_passed	mapped_passed_pct	% Neisseria gonorrhoeae	% Top	% Unclassified	pct_duplication	after_filtering_q30_rate	after_filtering_q30_bases	filtering_result_passed_filter_reads	after_filtering_gc_content	pct_surviving	pct_adapter	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
lizard | AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03764028	0.0	5276066.0	38.12967743968345	35.53797584533941	4.5710739570623	13837164.0	13837164	5276066	38.13																
lizard | AE04_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01805427	0.0	724027.0	33.29064871123094	31.1754379350268	1.1695892988349628	2174866.0	2174866	724027	33.29																
lizard | AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01695437	0.0	10441220.0	33.11541454068768	31.371730123906953	1.1946988035568142	31529788.0	31529788	10441220	33.12																
lizard | AE05_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01608816	0.0	220282.0	4.373012082251902	4.262953253187319	0.15369326381998633	5037306.0	5037306	220282	4.37																
lizard | AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01481233	0.0	3499806.0	4.778557821215122	4.681512220487343	0.1695103028413678	73239796.0	73239796	3499806	4.78																
lizard | AE06_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01750748	0.0	445916.0	57.02411065272936	53.10072661890744	1.8116877968433895	781978.0	781978	445916	57.02																
lizard | AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01603463	0.0	6280998.0	57.22934093937424	54.024569718316016	1.813326048989279	10975136.0	10975136	6280998	57.23																
lizard | AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01495785	0.0	1906663.0	6.232094270761526	5.661905577183797	0.19496142053845528	30594258.0	30594258	1906663	6.23																
lizard | AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01504593	0.0	686341.0	2.381107176796586	2.1870323414346045	0.0771532554586995	28824448.0	28824448	686341	2.38																
lizard | AE09_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01737513	0.0	231664.0	11.057715255622316	10.734285294246803	0.4184637649614996	2095044.0	2095044	231664	11.06																
lizard | AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01620687	0.0	3509339.0	11.568269071526597	11.282314184538558	0.4350554379391496	30335904.0	30335904	3509339	11.57																
lizard | AE91_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01718189	0.0	82817.0	14.478445879559862	13.992608417453086	0.6931793944776418	572002.0	572002	82817	14.48																
lizard | AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01616411	0.0	1329147.0	15.609906367362298	15.219678379887364	0.765728617791728	8514766.0	8514766	1329147	15.61																
lizard | AE92_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01776627	0.0	300217.0	13.544239151913365	12.47795012645687	0.4543965756038846	2216566.0	2216566	300217	13.54																
lizard | AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01630481	0.0	4161021.0	13.612673403679192	12.768040888718248	0.4568646621819988	30567258.0	30567258	4161021	13.61																
lizard | AE93_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01676116	0.0	57027.0	5.011274422789976	4.850374437377305	0.17627819264763517	1137974.0	1137974	57027	5.01																
lizard | AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01590541	0.0	874624.0	5.24899137030924	5.096339094022303	0.18900291465263805	16662706.0	16662706	874624	5.25																
lizard | AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01539759	0.0	1766051.0	9.886909561126824	8.86025139344856	0.3061270533079379	17862518.0	17862518	1766051	9.89																
lizard | AE95_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01741945	0.0	80304.0	6.81084932064526	6.481603989618849	0.2441775651790409	1179060.0	1179060	80304	6.81																
lizard | AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01619877	0.0	1248491.0	7.014065310772806	6.734843386056713	0.2601262259955438	17799820.0	17799820	1248491	7.01																
lizard | AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01482753	0.0	1010649.0	3.617962927164551	3.306806710054342	0.10799664926863844	27934200.0	27934200	1010649	3.62																
lizard | AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01493889	0.0	1206280.0	3.9794496926605167	3.6110830517629986	0.11566756070237677	30312734.0	30312734	1206280	3.98																
lizard | AE98_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01850351	0.0	451280.0	27.12156142497578	26.054079653059407	1.1571497599638443	1663916.0	1663916	451280	27.12																
lizard | AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01723651	0.0	7028318.0	28.048493443422544	27.126007942137477	1.2103686294429288	25057738.0	25057738	7028318	28.05																
lizard | AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01485022	0.0	384708.0	1.719765347882475	1.5866751757593138	0.053491770778776884	22369796.0	22369796	384708	1.72																
lizard | AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.0147538	0.0	7243082.0	25.341722772598697	23.840052889882347	0.7746229328693713	28581648.0	28581648	7243082	25.34																
lizard | AF02_EKDL240003470-1A_223JWCLT4_L2.lib2	0.01712687	0.0	658591.0	35.28711761497403	33.97103909283114	1.3736231352919934	1866378.0	1866378	658591	35.29																
lizard | AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.01598315	0.0	10149778.0	35.489153683005064	34.396196710296785	1.4356987855311019	28599662.0	28599662	10149778	35.49																
lizard | AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01494191	0.0	1051161.0	3.702230578065301	3.337879112333337	0.11012360949879968	28392640.0	28392640	1051161	3.7																
lizard | AF04_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03761151	0.0	915829.0	34.21449620581546	32.245861365069594	4.224486014268166	2676728.0	2676728	915829	34.21																
lizard | AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.036548	0.0	13736547.0	34.80534008601664	33.096953944557924	4.345710493736758	39466780.0	39466780	13736547	34.81																
lizard | AF05_EKDL240003470-1A_223JWCLT4_L2.lib2	0.0379314	0.0	337387.0	18.33876161300352	16.79534371011682	2.159317471740695	1839748.0	1839748	337387	18.34																
lizard | AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03688231	0.0	5400242.0	19.233876376309173	17.883697391739677	2.349066960167216	28076722.0	28076722	5400242	19.23																
lizard | AF06_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03760731	0.0	264535.0	12.667262356249188	11.623225381356256	1.5492717646968686	2088336.0	2088336	264535	12.67																
lizard | AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03653738	0.0	3958586.0	13.114616040478474	12.21991287194211	1.6346681625319666	30184536.0	30184536	3958586	13.11																
lizard | AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03709103	0.0	4065364.0	18.31215679604417	15.78456669793944	2.0698586995631962	22200356.0	22200356	4065364	18.31																
lizard | AF08_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03706504	0.0	974366.0	42.89107558055079	41.40365766585876	5.491825144097738	2271722.0	2271722	974366	42.89																
lizard | AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03599441	0.0	16440074.0	44.710565390838475	43.35634176537078	5.703448773644208	36769998.0	36769998	16440074	44.71																
lizard | AF09_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03888822	0.0	90216.0	34.629734833944944	30.858757235640038	3.9556111716746765	260516.0	260516	90216	34.63																
lizard | AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03760711	0.0	1310373.0	35.26510464295768	31.886996478261082	4.014798515950091	3715778.0	3715778	1310373	35.27																
lizard | AF10_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03563032	0.0	2095961.0	6.501926014274351	6.119139712176466	0.7838534071315668	32236002.0	32236002	2095961	6.5																
lizard | AF11_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03906547	0.0	13648.0	1.645479272362507	1.472829336985667	0.20182680993074711	829424.0	829424	13648	1.65																
lizard | AF11_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03727622	0.0	200842.0	1.674973062591529	1.5273260410516096	0.20015411867137697	11990760.0	11990760	200842	1.67																
lizard | AF12_EKDL240003470-1A_223JWCLT4_L2.lib2	0.03764734	0.0	215973.0	17.776901625472874	16.657228366263123	2.1330010173609852	1214908.0	1214908	215973	17.78																
lizard | AF12_EKDL240003470-1A_22JVFTLT3_L1.lib1	0.03668381	0.0	3481885.0	18.65586034111026	17.659560560144367	2.2910710382045205	18663760.0	18663760	3481885	18.66																
lizard | AF13_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03692173	0.0	6974914.0	20.156239804356936	18.16305642527873	2.3670017103683416	34604242.0	34604242	6974914	20.16																
lizard | AFU87_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01501758	0.0	1918342.0	8.558293493207184	7.67441240033574	0.25558324633060553	22415006.0	22415006	1918342	8.56																
lizard | AFU88_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01510283	0.0	5238554.0	42.415579818278424	37.27185414210972	1.2002793075801856	12350542.0	12350542	5238554	42.42																
lizard | AFU91_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01492324	0.0	6949739.0	20.57327100769712	18.39389956811678	0.571162094216213	33780428.0	33780428	6949739	20.57																
lizard | AFU92_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01499719	0.0	7615823.0	32.07715256763862	28.55801424332804	0.9210602351828837	23742204.0	23742204	7615823	32.08																
lizard | AFU93_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01497344	0.0	3616658.0	17.14220521837784	15.291506189172477	0.4871889594707056	21097974.0	21097974	3616658	17.14																
lizard | AFU94_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01514226	0.0	514493.0	1.6419193554831533	1.4820749751746074	0.0562855698185522	31334852.0	31334852	514493	1.64																
lizard | AFU95_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.0149563	0.0	8463998.0	24.710703111926083	22.23353044678153	0.7039953689608971	34252356.0	34252356	8463998	24.71																
lizard | AFU96_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01499912	0.0	23849533.0	47.335587385011465	41.74054834697518	1.3437417297552248	50383938.0	50383938	23849533	47.34																
lizard | AFU97_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01486579	0.0	7735145.0	30.273705961291714	27.12664198998196	0.8607199238032737	25550704.0	25550704	7735145	30.27																
lizard | AFU98_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.0156151	0.0	3095600.0	12.223326605423152	10.847432382765284	0.5541681006713116	25325348.0	25325348	3095600	12.22																
lizard | AFU99_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01598018	0.0	389179.0	2.330719656309297	2.1781307290467655	0.1257111414171588	16697804.0	16697804	389179	2.33																
lizard | AFV01_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01488991	0.0	7350923.0	20.145799454043388	18.817755039969455	0.5873640473162395	36488614.0	36488614	7350923	20.15																
lizard | AFV02_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.0148722	0.0	4111701.0	13.621243715286823	12.17451407184748	0.38450346293625937	30185944.0	30185944	4111701	13.62																
lizard | AFV03_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01610697	0.0	117029.0	0.31625014862776046	0.3018278512209095	0.014335823073513993	37005200.0	37005200	117029	0.32																
lizard | AFV04_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01513539	0.0	313915.0	6.98775876177222	6.356486440522523	0.20721866210068837	4492356.0	4492356	313915	6.99																
lizard | AFV05_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.0152719	0.0	20452045.0	54.396789287909506	50.59421685631826	1.6942892274007928	37597890.0	37597890	20452045	54.4																
lizard | AFV06_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01516345	0.0	8509395.0	24.24126980183931	21.87568637440651	0.7590108015497056	35102926.0	35102926	8509395	24.24																
lizard | AFV07_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.01480008	0.0	4598046.0	23.47816016806069	21.482250576148694	0.6919350007664281	19584354.0	19584354	4598046	23.48																
lizard | AFV08_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03687041	0.0	519492.0	1.7033438252622337	1.4704919909802374	0.1964662760271338	30498364.0	30498364	519492	1.7																
lizard | AFV09_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03592356	0.0	2049633.0	6.513854366341458	6.252538474534278	0.8555143834495846	31465748.0	31465748	2049633	6.51																
lizard | AFV10_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03668897	0.0	4184805.0	15.482682635723044	13.964358202726412	1.8124536145331631	27028940.0	27028940	4184805	15.48																
lizard | AFV11_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03694414	0.0	1564935.0	4.378333617027563	3.777693620751959	0.48278658684730885	35742708.0	35742708	1564935	4.38																
lizard | AFV12_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03704587	0.0	644746.0	2.047913110390682	1.7956823402949789	0.23440849518061674	31483074.0	31483074	644746	2.05																
lizard | AFV13_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03632002	0.0	1077017.0	3.6876647267870473	3.491050586428732	0.4924820762464178	29205936.0	29205936	1077017	3.69																
lizard | AFV14_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03684674	0.0	1281015.0	4.417482293552021	3.784755195377678	0.48006883605153017	28998758.0	28998758	1281015	4.42																
lizard | AFV15_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03807325	0.0	79397.0	0.19937979992359997	0.18427005703482208	0.030347555727252992	39821988.0	39821988	79397	0.2																
lizard | AFV16_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03661265	0.0	1354613.0	5.546443505187631	4.842302522547104	0.626030479678822	24423092.0	24423092	1354613	5.55																
lizard | AFV17_EKDL230051108-1A_22FN5HLT3_L1.lib1	0.03679097	0.0	19115546.0	61.40283826874061	56.81125778844569	7.784234501454032	31131372.0	31131372	19115546	61.4																
nonlizard | AC79_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.793563503035983	41.0	141.02747065378188	150	9.090909090909092	416408.0
nonlizard | AC79_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.2771567245065825	41.0	141.0363681773645	150	9.090909090909092	416408.0
nonlizard | AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.135143064299982	41.0	139.39351707986359	150	9.090909090909092	6207573.0
nonlizard | AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.60881442810566	41.0	139.39628337838315	150	9.090909090909092	6207573.0
nonlizard | AC80_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.825609689802121	40.0	143.14302517308323	150	9.090909090909092	649543.0
nonlizard | AC80_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.449361577040719	40.0	143.14758838136967	150	9.090909090909092	649543.0
nonlizard | AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.531062659014935	40.0	141.78754081707757	150	9.090909090909092	9592186.0
nonlizard | AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.07061415623555	40.0	141.7844151479131	150	9.090909090909092	9592186.0
nonlizard | AC81_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.537813309535352	43.0	142.30155598783804	150	9.090909090909092	872886.0
nonlizard | AC81_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.56850488080785	43.0	142.30831746642747	150	9.090909090909092	872886.0
nonlizard | AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.2225501895970865	43.0	140.81318439921208	150	9.090909090909092	12350248.0
nonlizard | AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.714200127273244	43.0	140.82031955957484	150	9.090909090909092	12350248.0
nonlizard | AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					3.853601518937225	44.0	148.07956195076952	150	0.0	1647760.0
nonlizard | AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					4.180201648292041	44.0	148.07582657668593	150	0.0	1647760.0
nonlizard | AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					5.0677914659520695	44.0	147.2915941304432	150	0.0	9745131.0
nonlizard | AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					5.091921211406401	44.0	147.28793466193528	150	0.0	9745131.0
nonlizard | AC84_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.500722689244739	40.0	134.7222006579511	150	9.090909090909092	991867.0
nonlizard | AC84_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					6.006364774948395	40.0	134.74674830395608	150	9.090909090909092	991867.0
nonlizard | AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.938045081050205	40.0	132.59116084292458	150	9.090909090909092	15101802.0
nonlizard | AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.412822890290485	40.0	132.62799651326378	150	9.090909090909092	15101802.0
nonlizard | AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					60.01189107770181	43.0	124.08808085117484	137	18.181818181818183	9544549.0
nonlizard | AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					63.86434013312549	43.0	124.12272649027209	137	18.181818181818183	9544549.0
nonlizard | AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					63.09198461862964	43.0	141.65716639685797	150	9.090909090909092	10854604.0
nonlizard | AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					67.78315742760108	43.0	141.65246746910344	150	9.090909090909092	10854604.0
nonlizard | AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					58.277096616058785	38.0	144.19583442503574	150	18.181818181818183	11068340.0
nonlizard | AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					65.24495667641551	38.0	144.1939923240522	150	18.181818181818183	11068340.0
nonlizard | AC88_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.917364543660668	44.0	139.7367857188253	150	9.090909090909092	550711.0
nonlizard | AC88_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					6.536041996814575	44.0	139.75056245471762	150	9.090909090909092	550711.0
nonlizard | AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.936956583109065	44.0	138.01110027542182	150	9.090909090909092	8237183.0
nonlizard | AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.636519626938934	44.0	138.02570733222754	150	9.090909090909092	8237183.0
nonlizard | AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					11.979997737357394	45.0	148.12990334065336	150	0.0	13639757.0
nonlizard | AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					12.273923382273168	46.0	148.12574454222315	150	0.0	13639757.0
nonlizard | AC90_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.807042330225926	41.0	143.69171632815772	150	9.090909090909092	740010.0
nonlizard | AC90_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.318337155006333	41.0	143.69943649410143	150	9.090909090909092	740010.0
nonlizard | AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.754738127828844	42.0	142.47546897912858	150	9.090909090909092	10843393.0
nonlizard | AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.322631864962602	42.0	142.47951586740425	150	9.090909090909092	10843393.0
nonlizard | AC91_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.1683942440023	42.0	144.51125930423677	150	9.090909090909092	382084.0
nonlizard | AC91_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.84696129127515	42.0	144.51397336711298	150	9.090909090909092	382084.0
nonlizard | AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					3.912123572591284	42.0	143.40380466636816	150	9.090909090909092	5493780.0
nonlizard | AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.422351984266669	42.0	143.40339802467517	150	9.090909090909092	5493780.0
nonlizard | AC92_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.052674594351615	41.0	143.50534144290845	150	9.090909090909092	639902.0
nonlizard | AC92_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.627361109625724	41.0	143.51438188972688	150	9.090909090909092	639902.0
nonlizard | AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.07415044107465	41.0	142.5097254027018	150	9.090909090909092	7392753.0
nonlizard | AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.408812311531818	41.0	142.51281694383675	150	9.090909090909092	7392753.0
nonlizard | AC93_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.880283517551305	41.0	140.85256930946787	150	9.090909090909092	413652.0
nonlizard | AC93_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.515100645237098	42.0	140.86893572374848	150	9.090909090909092	413652.0
nonlizard | AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.11705506240591	42.0	139.24902934072463	150	9.090909090909092	6080661.0
nonlizard | AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.477329361335904	42.0	139.26108214222106	150	9.090909090909092	6080661.0
nonlizard | AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					42.3100900924625	43.0	145.9561025366133	150	0.0	7066627.0
nonlizard | AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					43.882248527073344	43.0	145.95378601417622	150	0.0	7066627.0
nonlizard | AC95_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.71850512722996	40.0	141.1047341508902	150	9.090909090909092	1071322.0
nonlizard | AC95_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					6.366519623859716	40.0	141.11711978284774	150	9.090909090909092	1071322.0
nonlizard | AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.5208781356625565	40.0	139.68543959485925	150	9.090909090909092	13648590.0
nonlizard | AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.041751871464413	40.0	139.6938524785344	150	9.090909090909092	13648590.0
nonlizard | AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					55.14889693276513	41.0	147.0177029866104	150	9.090909090909092	12864383.0
nonlizard | AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					58.33939538341802	41.0	147.01239181078486	150	9.090909090909092	12864383.0
nonlizard | AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					5.668169178042504	49.0	147.54424829743422	150	0.0	10753329.0
nonlizard | AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					6.015094742944143	49.0	147.53179345670537	150	0.0	10753329.0
nonlizard | AC98_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.6938271264329074	42.0	141.83652894205537	150	9.090909090909092	462614.0
nonlizard | AC98_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.131702988238942	42.0	141.84919176678613	150	9.090909090909092	462614.0
nonlizard | AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					2.9269138744546552	42.0	140.37158317535676	150	9.090909090909092	6919802.0
nonlizard | AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					3.312864659072247	42.0	140.3763025300435	150	9.090909090909092	6919802.0
nonlizard | AC99_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.513942746338444	41.0	141.70242950419745	150	9.090909090909092	696850.0
nonlizard | AC99_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.0152380700673405	41.0	141.71352514888426	150	9.090909090909092	696850.0
nonlizard | AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					3.4749888223022936	41.0	140.6818026611132	150	9.090909090909092	9108068.0
nonlizard | AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					3.821055086031933	41.0	140.68886650824302	150	9.090909090909092	9108068.0
nonlizard | AD01_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					12.286395328072516	42.0	142.2664828585735	150	9.090909090909092	643062.0
nonlizard | AD01_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					13.978579316506213	42.0	142.27551931229027	150	9.090909090909092	643062.0
nonlizard | AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.793328129506563	42.0	140.7559845531345	150	9.090909090909092	8941102.0
nonlizard | AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.210555157113035	42.0	140.7657494568343	150	9.090909090909092	8941102.0
nonlizard | AD02_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					11.146882062776697	41.0	140.83692425586835	150	9.090909090909092	247940.0
nonlizard | AD02_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					12.587453737297537	41.0	140.84788255223037	150	9.090909090909092	247940.0
nonlizard | AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.1754716825771965	41.0	139.6600523083212	150	9.090909090909092	3209432.0
nonlizard | AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.637438221091799	41.0	139.67007526565448	150	9.090909090909092	3209432.0
nonlizard | AD03_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.122010085084497	43.0	142.01454027596606	150	9.090909090909092	501366.0
nonlizard | AD03_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					4.696497363644397	43.0	142.02540459464743	150	9.090909090909092	501366.0
nonlizard | AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					3.7497098574594503	43.0	140.65547043383336	150	9.090909090909092	7398947.0
nonlizard | AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.311187036320206	43.0	140.65647976664786	150	9.090909090909092	7398947.0
nonlizard | AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					27.91568855703089	43.0	145.29549730086606	150	0.0	12230775.0
nonlizard | AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					28.68197972153132	43.0	145.29204420815526	150	0.0	12230775.0
nonlizard | AD05_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					5.457269514209145	42.0	130.21026445327087	150	9.090909090909092	736425.0
nonlizard | AD05_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					6.50236381564801	42.0	130.25528465220492	150	9.090909090909092	736425.0
nonlizard | AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					21.46369213542438	42.0	127.67972357943226	150	9.090909090909092	11770470.0
nonlizard | AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					23.558878269608556	42.0	127.74603333596704	150	9.090909090909092	11770470.0
nonlizard | AD06_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					4.961865693359897	44.0	143.45872359636726	150	9.090909090909092	323393.0
nonlizard | AD06_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					5.55967274128821	44.0	143.46867433741608	150	9.090909090909092	323393.0
nonlizard | AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.141021783374654	44.0	142.39766565726308	150	9.090909090909092	4556486.0
nonlizard | AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.508661974854363	44.0	142.40001198291841	150	9.090909090909092	4556486.0
nonlizard | AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					5.56600676195923	46.0	147.12364524108352	150	0.0	14028603.0
nonlizard | AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					5.626777410448497	46.0	147.10796249633694	150	0.0	14028603.0
